Id,ImageURL,UnitPrice,Category1,Category2,Category3,Name,Description,ProductSKU,LongDescription
q27000004802639AAA,https://zzpq-010.dx.commercecloud.salesforce.com/s/nto/default/women%27s-truxel-mid-trail-hiking-shoes-2051094.html,150,women,shoes,hiking,Women's Truxel Mid Trail Hiking Shoes,,2051094,"<ul><li>Engineered-knit upper with collar detail</li>
<li>Heat-pressed molded features</li>
<li>Integrated lacing system</li>
<li>External TPU heel counter</li>
<li>Lightweight footbed</li>
<li>Single-density EVA midsole</li>
<li>NTO Trax outsole system</li>
<li>Radiused outsole</li>
<li>Wrapped lugs at midfoot</li></ul>"
q27000004802637AAA,https://s3.amazonaws.com/northerntrailoutfitters.com/nto-apparel/default/images/large/2051096AUG-0.jpg,140,women,shoes,hiking,Women's Truxel Trail Hiking Shoes,,2051096,"<ul><li>Engineered-knit upper</li>
<li>Heat-pressed molded features</li>
<li>Integrated lacing system</li>
<li>External TPU heel counter</li>
<li>Lightweight footbed</li>
<li>Single-density EVA midsole</li>
<li>NTO Trax outsole system</li>
<li>Radiused outsole</li>
<li>Wrapped lugs at midfoot</li></ul>"
q27000005853269AAA,,,,,,1 pint - Wolf Tracks,,234r090312q35r,
q27000001100158AAA,,,,,,Women's Kaban Backpack,,4060224,
q27000001103068AAA,,,,,,Women's Pivoter Backpack,,4060530,
q27000003152604AAA,,,electronics,activity trackers,,TrailFit Zip,,,
q27000003153565AAA,,,electronics,activity trackers,,TrailFit One,,,
q27000003154526AAA,,,electronics,activity trackers,,TrailFit Flex 2,,,
q27000003155487AAA,,,electronics,activity trackers,,TrailFit Alta,,,
q27000003156448AAA,,,electronics,activity trackers,,TrailFit Charge 2,,,
q27000003157409AAA,,,electronics,activity trackers,,TrailFit Blaze,,,
q27000003158370AAA,,,electronics,activity trackers,,TrailFit Surge,,,
q27000003160292AAA,,,electronics,activity trackers,,Ultra Sole,,,
q27000003181434AAA,,,electronics,watches,one size,Contender Digital Sport Watch,,,
q27000003182395AAA,,,electronics,watches,one size,Ironman 100-Lap Digital Watch,,,
q27000003183356AAA,,,electronics,watches,one size,Ironman 30-Lap Essential Digital Watch,,,
q27000003184317AAA,,,electronics,watches,one size,Ironman 50-Lap Sleek Watch,,,
q27000003185278AAA,,,electronics,watches,one size,Ironman 30-Lap Watch,,,
q27000003186239AAA,,,electronics,watches,one size,Ironman 50-Lap Sleek Digital Watch,,,
q27000003187200AAA,,,electronics,watches,one size,Ironman 30-Lap Digital Watch,,,
q27000003188161AAA,,,electronics,watches,one size,Ironman 30-Lap Fast Wrap Watch,,,
q27000003189122AAA,,,electronics,watches,one size,Ironman Sleek 150-Lap Digital Watch,,,
q27000003190083AAA,,,electronics,watches,one size,Ironman 30-Lap Essential Watch,,,
q27000003211225AAA,,,electronics,headphones,one size,Freedom Micro Size Bluetooth Earbuds,,,
q27000003212186AAA,,,electronics,headphones,one size,Leap Wireless Earbuds,,,
q27000003213147AAA,,,electronics,headphones,one size,Leap Wireless Earbuds - Women's,,,
q27000003214108AAA,,,electronics,headphones,one size,Sport Pulse Wireless Earbuds,,,
q27000003215069AAA,,,electronics,headphones,one size,Inspire 300 Earbuds - Women's,,,
q27000003216030AAA,,,electronics,headphones,one size,Signature Series 1000 Earbuds,,,
q27000003216991AAA,,,electronics,headphones,one size,Signature Series 2000 Earbuds,,,
q27000003217952AAA,,,electronics,headphones,one size,Los Cabos Wireless Headphones,,,
q27000003218913AAA,,,electronics,headphones,one size,Focus 200 Earbuds,,,
q27000003219874AAA,,,electronics,headphones,one size,Inspire 300 Earbuds,,,
q27000003241016AAA,,,electronics,headphones,one size,Inspire 200 Earbuds - Women's,,,
q27000003241977AAA,,,electronics,headphones,one size,Chips K-Roo Helmet Headphones Pouch,,,
q27000003242938AAA,,,electronics,handheld gps,,eTrex 20x GPS,,,
q27000003243899AAA,,,electronics,handheld gps,,Oregon 600t GPS,,,
q27000003244860AAA,,,electronics,handheld gps,,eTrex Touch 25 GPS,,,
q27000003245821AAA,,,electronics,handheld gps,,GPSMAP 64 GPS,,,
q27000003246782AAA,,,electronics,handheld gps,,GPSMAP 64s GPS,,,
q27000003247743AAA,,,electronics,handheld gps,,eTrex Touch 35t GPS,,,
q27000003248704AAA,,,electronics,handheld gps,,Montana 680t GPS,,,
q27000003249665AAA,,,electronics,handheld gps,,Rino 650 GPS/2-Way Radio,,,
q27000003601310AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122505AC8-0.jpg,29.95,gear,cycling,pumps,Topeak Ninja Seatpost Pump,,,"<ul> <li>Rubber mounting ring secures the pump and the included position indicators keep track of your seat height</li><li>Presta valve with integrated dust ring</li><li>Durable, lightweight CNC aluminum</li><li>Inserts into 27.2, 30.9, and 31.6 round seatposts.</li><li>90g</li> </ul>"
q27000003601311AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122506AS1-0.jpg,149.95,gear,cycling,pumps,Topeak JoeBlow Booster Floor Pump,,,"<ul> <li>Once the tire is mounted, you can turn the selector from ""charge"" to ""inflate"" mode to pump air directly into your tire and fine tune pressure as with a standard pump</li><li>No more frustrating leaks because you can't pump up your tire fast enough to get an effective rim seal</li><li>Integrated aluminum air chamber</li><li>Top mounted, easy-to-read gauge</li><li>Air-release button</li><li>Extra-long hose and stable base</li><li>SmartHead fits Presta and Schrader valves</li> </ul>"
q27000003601312AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122507BJS-0.jpg,79.95,gear,cycling,pumps,Topeak JoeBlow Elite Bike Floor Pump,,,<ul> <li>Extra-long hose makes it easy to reach valve stems</li><li>Top mounted analog gauge</li><li>SmartHead fits Presta and Schrader valves</li><li>Steel base and barrel</li> </ul>
q27000003601313AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122508AC8-0.jpg,69.95,gear,cycling,pumps,Topeak JoeBlow Dualie Floor Pump,,,<ul> <li>A massive oversized barrel is 1.5 times larger than a standard floor pump and delivers large air volume to fill oversized tires quickly</li><li> A 30 psi (2 bar) gauge shows precise low pressure for fat-bike tires</li><li> 75 psi (5 bar) gauge shows higher pressures for MTB tires</li><li>An air release button on the twinhead allows for fine-tuning</li><li>Fits Presta and Schrader valves</li><li>Delivers large air volume</li> </ul>
q27000003601342AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122516A1Z-0.jpg,39.95,gear,cycling,locks,OnGuard Bulldog Combination STD U-Lock,,,"<ul> <li>Hefty 13mm hardened steel shackle resists cutting, prying, or jacking</li><li>Double rubber-coated crossbar cover protects paint and finishes</li><li>Quick-release multi-position mounting bracket included</li> </ul>"
q27000003601343AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122517AC8-0.jpg,15,gear,cycling,pumps,Planet Bike MicroMite 2.0 Mini Pump,,,<ul> <li>High-volume telescoping alloy barrels with high-pressure and high-volume modes</li><li>Autohead fits both Presta and Schrader valves</li><li>Ergonomic T-handle for maximum pumping efficiency</li><li>Ultra compact design fits into many seat packs and jersey pockets</li><li>Includes mounting bracket and strap</li><li>Re-buildable</li> </ul>
q27000003601344AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122518A65-0.jpg,20,gear,cycling,lights,Planet Bike Grateful Red Rear Bike Light,,,"<ul> <li>Ultra compact case is weatherproof, lightweight and durable</li><li>PB power array and reflector provide visibility for up to 1 mile</li><li>Steady, Superflash and courtesy flash modes</li><li>Rear rack and seatpost mounts included</li><li>Up to 150 hours of run time on 2 AAA batteries (included)</li> </ul>"
q27000003601345AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122519A1Z-0.jpg,15,gear,cycling,tools,Muc-Off Nano Tech Bike Cleaner,,,"<ul> <li>Safe on all parts and surfaces including carbon fiber</li><li>Will not harm seals, cables, brake pads or rotors</li><li>Effective road bike and mountain bike cleaner</li><li>Safe on anodized metal</li><li>Alkaline-based and free from CFCs, solvents or acids</li><li>Nano Tech Formula cleans on a molecular level</li><li>Biodegradable</li> </ul>"
q27000003601367AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122520A1Z-0.jpg,25,gear,cycling,tools,Muc-Off Team Sky Hydrodynamic Lube,,,<ul> <li>Ideal for road cycling and cyclocross</li><li>Performs well in both wet / damp or dry / dusty conditions</li><li>Petroleum-free formula</li><li>Synthetic polymers for long distance performance</li><li>Incredible durability</li><li>Pipette system for easy application</li> </ul>
q27000003601373AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122526AC8-0.jpg,30,gear,cycling,tools,Delta Cycle Hefty Holder Phone Mount,,,"<ul> <li>Securely holds the largest rugged cases for all 4.7 in. and 5.5 in. smartphones</li><li>Quick-release safety locking feature</li><li>Easy, instant removal</li><li>Adjustable viewing angle</li><li>Includes handlebar and stem mounts</li> </ul>"
q27000003601376AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122529A1Z-0.jpg,10,gear,cycling,tools,White Lightning Clean Streak Degreaser - 14 fl. oz.,,,"<ul> <li>Melts away layers of buildup that can occur after repeated applications of White Lightning lube</li><li>Cleans straight to the base metal and evaporates fast with no drying time, no residue and no wiping</li><li>Also ideal for cleaning disc brakes and other precision parts</li> </ul>"
q27000003601404AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122536A9V-0.jpg,39.95,gear,cycling,pumps,Topeak Mini Morph Bike Pump With Gauge,,,<ul> <li>Fold-out foot pad provides stability while pumping</li><li>T-shape handle provides comfort and leverage while pumping</li><li>Flexible hose alleviates stress on valves</li><li>Inline gauge allows precise inflation</li><li>Includes mounting bracket</li> </ul>
q27000003601407AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122539AHG-0.jpg,6,gear,cycling,bottles & cages,EVO Water Bottle - 12 fl. oz. - Blue,,,<ul> <li>Soft rubber bite valve</li><li>100% BPA free</li> </ul>
q27000003601429AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122540A4W-0.jpg,6,gear,cycling,bottles & cages,EVO Water Bottle - 12 fl. oz. - Pink,,,<ul> <li>Soft rubber bite valve</li><li>100% BPA free</li> </ul>
q27000003601434AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122545AC8-0.jpg,300,gear,cycling,computers,Wahoo Fitness ELEMNT GPS Bike Computer,,,"<ul> <li>Dual-band technology lets you wirelessly upload data to your preferred device, sync up ride data, download maps, or update the software via WiFi, Bluetooth 4.0, or ANT+</li><li>Integrated GPS with a simple, crisp map view preloaded with hundreds of miles of bike-friendly routes</li><li>View trails on your handlebars—MTB Project To-Do List and Singletracks Wishlist trails can be viewed as routes on the map page</li><li>Choose from the following screens: workout view with performance metrics, climb view to track ascents in real-time, map view to stay on course, live tracking, and more</li><li>3 sturdy and secure mounting options, out-front, stem and aero, so that you can see your ride where you want</li><li>2.7 in. (68.6mm) diagonal display size is larger than the leading competitor, so all your data and routes are easy to see</li><li>The free companion app allows you to set up customized profiles, track performance and share ride data effortlessly</li><li>Programmable LED indicators provide a quick way to see if you're on pace with performance metrics such as speed, cadence and power</li><li>PerfectView zoom buttons on the side of the unit allow you to easily zoom in and out of data fields</li><li>3 tactile and easy-to-press buttons on the bottom allow you to quickly navigate to what you want to see and toggle between screens</li><li>Use live tracking to look for fellow riders or let friends and family track you remotely on long rides</li><li>Provides onscreen, LED and pop-up alerts to notify you when important contacts are trying to reach you; only available if you are riding with your smartphone</li><li>Once sync'd with your Strava or Ride With GPS account, your saved routes will be automatically and wirelessly downloaded; send your data to your account with just one click</li><li>Control Kickr or Kickr Snap indoor trainer (sold separately) in 3 different modes, level mode, ERG mode, and routes and ride history mode, to maximize your training </li><li>Compatible with Shimano Dura Ace Di2 and SRAM eTAP electronic shifting systems, and BSXInsight and Moxy Muscle oxygen sensors</li><li>USB rechargeable battery lasts up to 17 hrs.</li><li>Waterproof rating: IPX7 (waterproof up to 5 ft.); shockproof</li><li>Unit size: 2.3 in. x 3.5 in. x 0.8 in.; display size: 2.7in.; weight: 3.5 oz.</li><li>ELEMNT app works with the following: iPhone® 6S, 6, 5S, 5, 5C, 4S; Android™ 4.3 (Bluetooth 4.0); Smartphone necessary for setup and phone, email, and alert features</li> </ul>"
q27000003601493AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122562AC8-0.jpg,33.95,gear,cycling,lights,Cygolite Hotrod Front 110 Front Bike Light,,,"<ul> <li>110-lumen white light with 6 steady, flashing and pulsing modes</li><li>Built-in 24/7 Safety Technology gives you High Flash mode for daytime use and 5 modes (High Steady, Low Steady, SteadyPulse, Zoom, Low Flash) for night use</li><li>Day High Flash mode emits powerful flashes to highlight your presence in the brightest of daytime hours</li><li>SteadyPulse mode features a steady beam to help motorists gauge their distance while overlapping pulses keep them alert at night</li><li>Inline array of LEDs work in unison to illuminate an extra-wide and powerful glow</li><li>USB-rechargeable internal battery lasts up to 100 hours</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Ultra low-profile, water-resistant design weighs only 29g</li><li>Versatite flexible mount conveniently attaches to handlebar, including aerobars</li> </ul>"
q27000003601494AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122563A65-0.jpg,33.95,gear,cycling,lights,Cygolite Hotshot 100 Rear Bike Light,,,"<ul> <li>100-lumen flashes makes you stand out in broad daylight and at night</li><li>Built-in 24/7 Safety Technology gives you a powerful selection of 6 Day and Night modes (Steady, Zoom, SteadyPulse, Triple Flash, Single Flash, Random Flash)</li><li>Freely adjust the brightness of Steady mode and the flash tempo of the flashing modes with the simple 2-button interface</li><li>SteadyPulse mode features a steady beam to help motorists gauge their distance while overlapping pulses keep them alert at night</li><li>Zoom mode signals those around you with a gentle changes in brightness</li><li>Enhanced Cycling Optics expands your presence with an extra-wide, long-range beam compared to conventional taillights</li><li>USB-rechargeable internal battery lasts up to an impressive 270 hours</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Compact, water-resistant design weighs only 55g</li><li>Seatpost and seatstay mounts included</li> </ul>"
q27000003601495AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122564A65-0.jpg,38.95,gear,cycling,lights,Cygolite Hotshot Pro 150 Rear Bike Light,,,"<ul> <li>150-lumen flashes makes you stand out in broad daylight and at night</li><li>Built-in 24/7 Safety Technology gives you a powerful selection of 6 Day and Night modes (Steady, Zoom, SteadyPulse, Triple Flash, Single Flash, Random Flash)</li><li>Freely adjust the brightness of Steady mode and the flash tempo of the flashing modes with the simple 2-button interface</li><li>SteadyPulse mode features a steady beam to help motorists gauge their distance while overlapping pulses keep them alert at night</li><li>Zoom mode signals those around you with a gentle changes in brightness</li><li>Enhanced Cycling Optics expands your presence with an extra-wide, long-range beam compared to conventional taillights</li><li>USB-rechargeable internal battery lasts up to an impressive 210 hours</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Compact, water-resistant design weighs only 55g</li><li>Seatpost and seatstay mounts included</li> </ul>"
q27000003601496AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122565AC8-0.jpg,42.95,gear,cycling,lights,Cygolite Dash 460 Front Bike Light,,,"<ul> <li>Stand out in daylight with exclusive quad LED Daytime Running Lights (DRL), and at night a powerful LED fires up the darkest roads with 460 lumens of wide, long-range output</li><li>Built-in 24/7 Safety Technology provides 3 day modes (Quad DRL Steady, Quad DRL Flashing, DayLightning) and 5 night modes (Boost, High, Medium, Low, SteadyPulse)</li><li>DayLightning mode emits lightninglike flashes to highlight your presence in the brightest of daytime hours</li><li>SteadyPulse mode alerts motorists with attention grabbing pulses while its overlapping steady beam constantly lights your way at night</li><li>Enhanced Cycling Optics expands your visibility with an extra-wide, long-range beam compared to conventional lighting optics</li><li>Side light ports further highlight your presence</li><li>USB-rechargeable internal battery lasts up to 55 hours</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Low-profile, water-resistant design weighs only 75g</li><li>Versatite flexible mount conveniently attaches to handlebar, including aerobars</li> </ul>"
q27000003601497AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122566AEU-0.jpg,66.95,gear,cycling,lights,Cygolite Dash 460 / Hotshot Micro 30 Bike Light Set,,,"<ul> <li>460-lumen headlight; 30-lumen tail light</li><li>Day and Night use featuring 8 modes on headlight and 5 modes on taillight</li><li>Headlight features exclusive quad LED Daytime Running Lights (DRL)</li><li>Both emit lightninglike flashes to highlight your presence in the brightest of daytime hours</li><li>Both feature SteadyPulse mode to alerts motorists with attention-grabbing pulses while its overlapping steady beam constantly lights the way at night</li><li>Side light ports on the headlight further highlight your presence</li><li>USB-rechargeable internal batteries last up to 55 hours in headlight and 100 hours in taillight</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Low-profile, water-resistant headlight weighs just 74g; taillight weighs 35g</li><li>Versatite flexible mount conveniently attaches to standard and aero handlebars</li> </ul>"
q27000003601498AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122567AC8-0.jpg,55.95,gear,cycling,lights,Cygolite Dash Pro 600 Front Bike Light,,,"<ul> <li>600-lumen light with 8 steady, flashing and pulsing modes</li><li>Quad Daytime Running Lights make you stand out in broad daylight, and at night a powerful LED fires up the darkest roads with 600 lumens of extra-wide, long-range output</li><li>Stand out in broad daylight with exclusive quad LED Daytime Running Lights (DRL)</li><li>Built-in 24/7 Safety Technology has 3 Day modes (Quad DRL Steady, Quad DRL Flashing, DayLightning) and 5 Night modes (Boost, High, Medium, Low, SteadyPulse)</li><li>DayLightning mode emits lightninglike flashes to highlight your presence in the brightest of daytime hours</li><li>SteadyPulse mode alerts motorists with attention grabbing pulses while its overlapping steady beam constantly lights your way at night</li><li>Enhanced Cycling Optics expands your visibility with an extra-wide, long-range beam compared to conventional lighting optics</li><li>Side light ports further highlight your presence</li><li>USB-rechargeable internal battery lasts up to 70 hours</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Low-profile, water-resistant design weighs only 95g</li><li>Versatite flexible mount conveniently attaches to handlebar, including aerobars</li> </ul>"
q27000003601499AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122568AEU-0.jpg,80.95,gear,cycling,lights,Cygolite Dash Pro 600 /Hotrod 50 Bike Light Set,,,"<ul> <li>600-lumen headlight; 50-lumen taillight</li><li>Day and Night use featuring 8 modes on headlight and 6 modes on taillight</li><li>Headlight features exclusive quad LED Daytime Running Lights (DRL)</li><li>Both emit lightninglike flashes to make you stand out in broad daylight</li><li>Both feature SteadyPulse mode to alerts motorists with attention grabbing pulses while its overlapping steady beam constantly lights the way at night</li><li>Both feature an extra-wide, long-range beam compared to conventional lighting optics</li><li>Side light ports on the headlight further highlight your presence</li><li>USB-rechargeable internal batteries last up to 70 hours in headlight and 100 hours in taillight</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Low-profile, water-resistant headlight weighs only 95g; taillight weighs 29g</li><li>Versatite flexible mount conveniently attaches to standard and aero handlebars</li> </ul>"
q27000003601500AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122569A65-0.jpg,25.95,gear,cycling,lights,Cygolite Hotshot SL 50 Rear Bike Light,,,"<ul> <li>Exclusive 2-button design lets you fully adjust the tempo of each flash mode to maximize motorist awareness</li><li>50-lumen flashes makes you stand out in broad daylight and at night</li><li>Built-in 24/7 Safety Technology gives you a powerful selection of 6 Day and Night modes (Steady, Zoom, SteadyPulse, Triple Flash, Single Flash, Random Flash)</li><li>Freely adjust the brightness of Steady mode and the flash tempo of the flashing modes with the simple 2-button interface</li><li>SteadyPulse mode features a steady beam to help motorists gauge their distance while overlapping pulses keep them alert at night</li><li>Zoom mode signals those around you with gentle changes in brightness</li><li>USB-rechargeable internal battery lasts up to an impressive 250 hours</li><li>Low-battery indicator alerts you when a charge is needed</li><li>Light mode memory saves the last mode you're in before the light is turned off</li><li>Compact, water-resistant design weighs only 35g</li><li>Seatpost mount included</li> </ul>"
q27000003601522AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122570BA2-0.jpg,9.95,gear,cycling,tools,Ultimate Survival Technologies Tool A Long Bicycle Multitool,,,"<ul> <li>Has a signal mirror, bottle/can opener, Phillips/flathead screwdrivers, pry tip, butterfly wrench, cord cutter, 2-/5-poisition hex wrenches, 1 in. ruler and belt loop hanger</li><li>Stainless-steel construction with included carabiner so you can clip it to your pack or belt for easy access</li><li>TSA-approved for airline carry-on luggage</li><li>Bike design celebrates the cyclist in your life</li> </ul>"
q27000003601523AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122571AC8-0.jpg,17,gear,cycling,tools,Portland Design Works Bar-ista Coffee Cup Holder,,,"<ul> <li>Durable alloy construction</li><li>3.125 in. diameter (8cm) at top, tapering to 2.95 in. (7.5cm) at bottom</li><li>Small fits 22 - 26mm diam. handlebar; large fits 26 - 31.8mm diam. handlebar</li> </ul>"
q27000003601525AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122573AC8-0.jpg,450,gear,cycling,computers,Garmin Edge 820 Bike Computer Bundle,,,"<ul> <li>Turn-by-turn GPS navigation</li><li>GLONASS and altimeter accurately tell you how fast, how high, how far you've gone and where you've traveled</li><li>Performance monitoring includes functional threshold power (FTP), watts / kg tracking, cycling-specific VO2, recovery and cycling dynamics</li><li>Compatible with Varia rearview radar to see vehicles coming from behind, Varia Vision to get in-sight display of key data and Varia smart bike lights for responsive lighting</li><li>Integrated accelerometer provides incident detection which automatically sends location data to emergency contacts if you need assistance (primarily designed for road use)</li><li>GroupTrack keeps tabs on up to 50 other riders in your pack when paired with a compatible smartphone, offering peace of mind and situational awareness</li><li>External heart rate monitor support</li><li>Receive alerts for incoming calls, emails and text messages when paired with your smartphone and Garmin Connect Mobile app; instantly share your ride details via social media</li><li>Connect features allow you to send and receive course details, live tracking, social media sharing, weather and more</li><li>Preloaded Garmin Cycle Maps feature turn-by-turn navigation and cycling-specific points of interest; includes round-trip Course Creator and on-device course planning</li><li>High-resolution, color, 2.3-inch, capacitive touch screen works with gloves and when wet</li><li>In-ride challenges through Strava live segments</li><li>Connect IQ store lets you download free custom apps and data fields</li><li>Auto pause; auto lap; auto start; auto scroll</li><li>Ant+ electronic shifting compatibility and Ant+ power meter compatibility</li><li>Wi-Fi-compatible; microSD card slot</li><li>Up to 15 hours of battery life; Battery Save mode extends life up to 50% while still tracking ride details</li><li>Dimensions: 1.9 x 2.9 x .08 in.; screen size: 2.3 in. (diagonally); weight: 2.4 oz.</li><li>Included: speed sensor, cadence sensor, premium heart rate monitor, extended out-front mount, standard mount, tether, USB cable, and manuals</li> </ul>"
q27000003601526AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122574AC8-0.jpg,70,gear,cycling,tools,Wahoo Fitness RPM Speed and Cadence Sensor Bundle,,,"<ul> <li>Speed and cadence tracking captures real-time cycling speed and cadence to measure and improve your performance</li><li>Light and easy to use; sleek design installs in seconds without magnets</li><li>ANT+ and Bluetooth 4.0 capabilities allow for a wireless connection to smartphones, bike computers and GPS watches</li><li>2 cadence mounting options: crankarm or shoe (includes adhesive, zip tie and shoe mount)</li><li>Speed sensor mounts securely to front wheel hub</li><li>LED light provides visible connection confirmation</li><li>Universal fit for all bikes</li><li>Compatible with iPhone® (4S and newer), Android™ devices (4.3 and newer) and various cycling computers and GPS fitness watches</li> </ul>"
q27000003601527AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122575AC8-0.jpg,40,gear,cycling,tools,Wahoo Fitness RPM Cadence Sensor,,,"<ul> <li>Cadence tracking captures real-time cycling cadence so you can measure and improve your performance</li><li>Light and easy to use; sleek design installs in seconds without magnets</li><li>ANT+ and Bluetooth 4.0 capabilities allow for a wireless connection to smartphones, bike computers and GPS watches</li><li>2 mounting options: crankarm or shoe mount (includes adhesive, zip tie and shoe mount)</li><li>LED light provides visible connection confirmation</li><li>Universal fit for all bikes</li><li>Compatible with iPhone® (4S and newer), Android™ devices (4.3 and newer) and various cycling computers and GPS fitness watches</li> </ul>"
q27000003601528AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122576AC8-0.jpg,40,gear,cycling,tools,Wahoo Fitness RPM Speed Sensor,,,"<ul> <li>Speed tracking captures real-time cycling speed so you can measure and improve performance</li><li>Light and easy to use; sleek design installs in seconds without magnets</li><li>ANT+ and Bluetooth 4.0 capabilities allow for a wireless connection to smartphones, bike computers and GPS watches.</li><li>Front wheel hub mount secures to bike</li><li>LED light provides visible connection confirmation</li><li>Universal fit for all bikes</li><li>Compatible with iPhone® (4S and newer), Android™ devices (4.3 and newer) and various cycling computers and GPS fitness watches</li> </ul>"
q27000003601556AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122583A1Z-0.jpg,3.5,gear,cycling,tools,Park Tool TL-1.2C Tire Lever Set,,,<ul> <li>Design lifts the tire away from the rim and offers a spoke hook when multiple levers are needed</li><li>Set includes 3 tire levers</li> </ul>
q27000003601585AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122591AC8-0.jpg,79.99,gear,cycling,tools,Feedback Sports Ride Prep Tool Kit,,,<ul> <li>Kit includes: fixed 3-way Torx T25/27/30; fixed 3-way hex 2/2.5/3/4/5/6mm; L-hex 8mm; #0 Phillips driver; Schrader valve core tool; Presta valve core tool;</li><li>Valve extender wrench; spoke wrench; chain pin press; rotor truing tool; crank arm cap tool; steel core tire levers; brake pad spreader; 15mm pedal wrench; 15mm axle wrench</li><li>Professional grade durability with overmolded file tread for grip and comfort </li><li>TPU coated nylon case included</li> </ul>
q27000003601586AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122592AC8-0.jpg,93.59,gear,cycling,tools,Feedback Sports T-Handle Kit,,,"<ul> <li>Kit includes: T25 Torx; 2mm, 2.5mm, 3mm, 4mm, 5mm and 6mm hex tools</li><li>Durable professional grade S2 steel</li><li>TPU coated nylon case included</li> </ul>"
q27000003601587AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122593AC8-0.jpg,179.99,gear,cycling,tools,Feedback Sports Team Edition Tool Kit,,,<ul> <li>Kit includes: fixed 3-way Torx T25/27/30; fixed 3-way hex 2/2.5/3/4/5/6mm; L-hex 8mm; L-Hex 10mm; #0 Phillips; #2 Phillips; 6mm flathead; Schrader valve core tool</li><li>Presta valve core tool; valve extender wrench; spoke wrench; chain pin press; rotor truing tool; crank arm cap tool; steel core tire levers; brake pad spreader</li><li>15mm pedal wrench; 15mm axle wrench; bottom bracket wrench; cassette lockring wrench; cassette pliers; cable cutter; cable crimper; dual sided pick</li><li>Professional grade durability with overmolded file tread for grip and comfort </li><li>TPU nylon coated case included</li><li>Case conveniently attaches to bicycle work stands (sold separately)</li><li>Room for extra tools</li> </ul>
